10 -240.36256979
20 -265.07467057
30 -270.09733732
40 -271.01174181
50 -271.23901851
60 -271.30064057
70 -271.31499461
80 -271.31741603
90 -271.31762181
100 -271.31764353
110 -271.31767236
120 -271.31769065
130 -271.31769695
140 -271.31770380
150 -271.31771678
