10 -220.51196400
20 -243.00873298
30 -247.80833470
40 -248.72416152
50 -248.95514129
60 -249.01640491
70 -249.03086904
80 -249.03321134
90 -249.03342588
100 -249.03344431
110 -249.03347207
120 -249.03348721
130 -249.03349198
140 -249.03349863
150 -249.03351147
